Rank,Term,P-value,Z-score,Combined Score,Genes,Adjusted P-value,Old P-value,Old Adjusted P-value
11,protein-containing complex assembly (GO:0065003),4.06190028030876e-08,3.1984367912348652,54.43429116100292,"['KMT2A', 'TRRAP', 'WIPF1', 'DHX9', 'CUL3', 'SLC2A1', 'USH1C', 'CD3G', 'CD3E', 'SLC9A1', 'LMAN1', 'CASP8', 'TFG', 'PPP2R1A', 'EP300', 'CD59', 'DMD', 'FADD', 'IKBKG', 'DNM1L', 'KPNA3', 'MEN1', 'TRAPPC10', 'TRAPPC4', 'FN1', 'ADAM10', 'FANCC', 'AXIN2', 'APC', 'DLG4', 'NDUFAF1', 'CD247', 'TP53', 'VAMP2']",1.6225445301524266e-05,0,0
12,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),5.0700181049156074e-08,2.6921921921921923,45.22165778554342,"['ATP6V1A', 'CHRNA3', 'ITGB3', 'PDGFB', 'IRS4', 'PLAT', 'TCIRG1', 'PSEN1', 'CD3E', 'ACTB', 'GHR', 'SPRED2', 'NCSTN', 'ERBB4', 'AP2S1', 'GRB10', 'MAPK1', 'ITGAV', 'SHOC2', 'ATP6V0A1', 'LYN', 'PSENEN', 'TIA1', 'GALNT3', 'CYBA', 'GRIN2B', 'SLC39A14', 'RHOA', 'GRIN1', 'SETX', 'APC', 'RAB14', 'LCK', 'HNRNPH1', 'CD8A', 'KIT', 'ANOS1', 'PHIP', 'PRKD1', 'TEK', 'MET', 'ATP6V0C', 'FGFR3', 'FGFR1']",1.8564716294165983e-05,0,0
13,lymphocyte differentiation (GO:0030098),1.5076563778455942e-07,5.501750926461089,86.41896875033724,"['JAG2', 'CR2', 'PIK3CD', 'RHOH', 'IKZF1', 'RELB', 'CD79A', 'ADAM17', 'PTPRC', 'LCK', 'LEP', 'KIT', 'LEPR', 'TCF3', 'JAK3', 'MS4A1', 'RAG1']",5.0958785571181086e-05,0,0
14,supramolecular fiber organization (GO:0097435),4.796351410133565e-07,2.662143371073028,38.73482534946105,"['PRKN', 'DCTN1', 'PLOD2', 'LMOD3', 'SPTA1', 'NCSTN', 'SERPINH1', 'RAC2', 'CYP1B1', 'PSENEN', 'CRTAP', 'TGFB2', 'GSN', 'LAMB3', 'TPM2', 'SERPINF2', 'TPM1', 'P3H2', 'CRIPT', 'MYO5A', 'RHOH', 'ADAM10', 'LYZ', 'RHOA', 'KLHL41', 'KRT9', 'MAD2L2', 'COL3A1', 'BMP1', 'KIF2A', 'LOX', 'CENPJ', 'COL6A2', 'COL6A1', 'MAPT', 'VIM', 'FGF13', 'ITM2B']",0.00013877502838755844,0,0
15,regulation of cell population proliferation (GO:0042127),5.122036042835246e-07,2.062136959856594,29.869112758527386,"['ATP8A2', 'TFRC', 'CD81', 'PTEN', 'ADARB1', 'TCIRG1', 'CCND2', 'CYP1B1', 'PROK2', 'ITGAV', 'MEN1', 'KRT6A', 'EDN3', 'IL11RA', 'RPL23', 'P3H2', 'ADAM10', 'LIFR', 'TSC1', 'AXIN2', 'RHOA', 'KLHL41', 'RUNX1', 'TGFBR2', 'CLDN5', 'SFRP4', 'ADAM17', 'IRF1', 'KIT', 'PHIP', 'RAF1', 'FXN', 'TP53', 'CEBPA', 'CUL3', 'PDGFB', 'LRP5', 'DNAJB2', 'PDCD10', 'ERBB4', 'VHL', 'FKTN', 'JAG2', 'LYN', 'TGFB2', 'TGFB1', 'JUP', 'CDKN2A', 'STAT1', 'VDR', 'TNFRSF9', 'FN1', 'EIF2AK2', 'CDC6', 'TBX3', 'TSHR', 'SKI', 'KITLG', 'REST', 'APC', 'DLG5', 'GNRH1', 'KRAS', 'FGFR3', 'FGFR1']",0.00013877502838755844,0,0
16,actin-myosin filament sliding (GO:0033275),5.369083938526385e-07,8.792441763029998,126.94033586206388,"['ACTA1', 'MYBPC1', 'TPM2', 'MYL2', 'TPM1', 'MYL3', 'TNNT3', 'DMD', 'NEB', 'VIM', 'MYH7']",0.00013877502838755844,0,0
17,muscle filament sliding (GO:0030049),5.369083938526385e-07,8.792441763029998,126.94033586206388,"['ACTA1', 'MYBPC1', 'TPM2', 'MYL2', 'TPM1', 'MYL3', 'TNNT3', 'DMD', 'NEB', 'VIM', 'MYH7']",0.00013877502838755844,0,0
18,skeletal system development (GO:0001501),5.988003232595164e-07,3.70633707101597,53.105648978049814,"['VKORC1', 'TGFB2', 'ANKRD11', 'WNT5A', 'XYLT1', 'TNFRSF11B', 'PHEX', 'PAPSS2', 'TBX3', 'COMP', 'RBP4', 'EBP', 'BMP1', 'ANKH', 'HYAL2', 'SUFU', 'GNAS', 'SHOX', 'ALX4', 'ALPL', 'TRIP11', 'FGFR3', 'FGFR1']",0.00014617381224457304,0,0
19,neutrophil mediated immunity (GO:0002446),6.95953018424543e-07,2.3456766354340477,33.25696505844805,"['CFD', 'CSTB', 'ASAH1', 'VCP', 'RAB5C', 'B4GALT1', 'DDX3X', 'STXBP3', 'FPR1', 'FPR2', 'PYGL', 'TCIRG1', 'PSEN1', 'ALAD', 'NCSTN', 'NRAS', 'CYB5R3', 'CXCR1', 'PSAP', 'NEU1', 'MAPK1', 'ITGAV', 'CD59', 'SPTAN1', 'ARSB', 'ATP6V0A1', 'CTSA', 'GSN', 'JUP', 'DGAT1', 'AGL', 'RNASET2', 'RAB27A', 'ADAM10', 'CYBA', 'IRAK4', 'LYZ', 'EEF2', 'RHOA', 'ADAM17', 'PTPRC', 'FCGR2A', 'RAB14', 'IMPDH2', 'LAMTOR2', 'ATP6V0C', 'VAMP2']",0.00016094829278723378,0,0
20,B cell activation (GO:0042113),9.7918442377756e-07,5.021780349870571,69.48409397125387,"['CR2', 'PIK3CD', 'CTPS1', 'RASGRP1', 'HSPD1', 'CD79A', 'ADAM17', 'CASP8', 'CD40LG', 'PTPRC', 'KIT', 'BTK', 'TCF3', 'JAK3', 'MS4A1', 'RAG1']",0.00021512681790392991,0,0
21,muscle contraction (GO:0006936),1.1717928613734433e-06,3.9834338138925296,54.40165848767153,"['CHRNB1', 'MYBPC1', 'TPM2', 'TPM1', 'NEB', 'KLHL41', 'LMOD3', 'MYLK', 'GNAO1', 'ACTA1', 'EDNRA', 'ASPH', 'MYL2', 'MYL3', 'TNNT3', 'SCN4A', 'DMD', 'CACNA1S', 'VIM', 'MYH7']",0.00023203670990063337,0,0
22,branched-chain amino acid catabolic process (GO:0009083),1.214575404577735e-06,14.350244269071778,195.46634186759448,"['ACAD8', 'BCKDHA', 'ECHS1', 'AUH', 'BCKDHB', 'DBT', 'ACADSB', 'HIBCH']",0.00023203670990063337,0,0
23,branched-chain amino acid metabolic process (GO:0009081),1.214575404577735e-06,14.350244269071778,195.46634186759448,"['ACAD8', 'BCKDHA', 'ECHS1', 'AUH', 'BCKDHB', 'DBT', 'ACADSB', 'HIBCH']",0.00023203670990063337,0,0
24,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),1.3676542452018138e-06,4.12208904109589,55.6581507803599,"['BCAP31', 'VCP', 'SMAD3', 'DDX3X', 'GSN', 'CRADD', 'FOXL2', 'HSPD1', 'PIDD1', 'NLRP12', 'REST', 'CASP8', 'CASP10', 'LCK', 'CASP1', 'NLRP3', 'CASP2', 'FADD', 'MAPT']",0.0002503946980590321,0,0
25,peptidyl-tyrosine phosphorylation (GO:0018108),1.814955946981398e-06,5.504075946754721,72.76085326370385,"['LYN', 'ITK', 'PDGFB', 'GHR', 'LCK', 'ERBB4', 'LEP', 'KIT', 'BTK', 'TEK', 'JAK3', 'PIBF1', 'FGFR3', 'FGFR1']",0.0003189966572414505,0,0
26,nervous system development (GO:0007399),2.1317782625867298e-06,2.3362124064519127,30.507556008763665,"['PRKN', 'PRPS1', 'CHRNA3', 'DCTN1', 'PTEN', 'SLC2A1', 'NEUROD2', 'EDNRB', 'CDH2', 'NAGLU', 'DPYSL5', 'ERBB4', 'ADGRG6', 'SLITRK6', 'EP300', 'NDP', 'NPTX1', 'MNX1', 'FKTN', 'APC2', 'STIL', 'GSN', 'PROP1', 'TGFB1', 'FZD5', 'CYP51A1', 'FN1', 'PAX6', 'PPP2R5D', 'GRHL2', 'TBX3', 'ALDH3A2', 'ZEB2', 'GJB1', 'ALDH5A1', 'APC', 'GLRB', 'DLG4', 'SCN8A', 'FAT4', 'FGF13', 'MET', 'ITM2B']",0.00036027052637715735,0,0
27,neutrophil degranulation (GO:0043312),2.6213264555624732e-06,2.266878035617917,29.133531342981193,"['CFD', 'CSTB', 'ASAH1', 'VCP', 'RAB5C', 'B4GALT1', 'DDX3X', 'STXBP3', 'FPR1', 'FPR2', 'PYGL', 'TCIRG1', 'PSEN1', 'ALAD', 'NCSTN', 'NRAS', 'CYB5R3', 'CXCR1', 'PSAP', 'NEU1', 'MAPK1', 'ITGAV', 'CD59', 'SPTAN1', 'ARSB', 'ATP6V0A1', 'CTSA', 'GSN', 'JUP', 'DGAT1', 'AGL', 'RNASET2', 'RAB27A', 'ADAM10', 'CYBA', 'LYZ', 'EEF2', 'RHOA', 'PTPRC', 'FCGR2A', 'RAB14', 'IMPDH2', 'LAMTOR2', 'ATP6V0C', 'VAMP2']",0.0004265966091015373,0,0
28,neutrophil activation involved in immune response (GO:0002283),3.264462151876547e-06,2.2457887700534758,28.3697369589132,"['CFD', 'CSTB', 'ASAH1', 'VCP', 'RAB5C', 'B4GALT1', 'DDX3X', 'STXBP3', 'FPR1', 'FPR2', 'PYGL', 'TCIRG1', 'PSEN1', 'ALAD', 'NCSTN', 'NRAS', 'CYB5R3', 'CXCR1', 'PSAP', 'NEU1', 'MAPK1', 'ITGAV', 'CD59', 'SPTAN1', 'ARSB', 'ATP6V0A1', 'CTSA', 'GSN', 'JUP', 'DGAT1', 'AGL', 'RNASET2', 'RAB27A', 'ADAM10', 'CYBA', 'LYZ', 'EEF2', 'RHOA', 'PTPRC', 'FCGR2A', 'RAB14', 'IMPDH2', 'LAMTOR2', 'ATP6V0C', 'VAMP2']",0.0004912972074060292,0,0
29,regulation of protein phosphorylation (GO:0001932),3.3166200655379015e-06,2.772949936318213,34.98510130021732,"['PRKN', 'PPP1R15B', 'TFRC', 'ITGB3', 'PTEN', 'FPR2', 'STK4', 'RASGRP1', 'PPP2CA', 'FLCN', 'CCND2', 'BMPER', 'ERBB4', 'LEPR', 'PLCE1', 'INPP5K', 'DVL3', 'RSPO1', 'MEN1', 'LYN', 'TGFB1', 'FN1', 'PPP2R5D', 'AXIN2', 'F2', 'ADAM17', 'LEP', 'PHIP', 'KRAS', 'TEK']",0.0004912972074060292,0,0
30,pyrimidine-containing compound biosynthetic process (GO:0072528),3.4569617403817156e-06,53.66011235955056,674.782377053251,"['PRPS1', 'CAD', 'CTPS1', 'UMPS', 'DHODH']",0.0004912972074060292,0,0
31,response to cytokine (GO:0034097),3.4661386958550078e-06,3.5344579852056834,44.43686469265521,"['IFITM3', 'CIITA', 'SMAD3', 'GCH1', 'SHMT2', 'STAT1', 'ADAM10', 'EIF2AK2', 'LIFR', 'ISG15', 'ADAR', 'AFF3', 'RHOA', 'RELB', 'CDK9', 'COL3A1', 'NLRP12', 'CASP8', 'CASP1', 'LDLRAP1', 'JAK3']",0.0004912972074060292,0,0
32,positive regulation of lipid kinase activity (GO:0090218),4.228236258466973e-06,9.231215736859077,114.2245305933609,"['TGFB1', 'CD81', 'CD19', 'KIT', 'PDGFB', 'PRKD1', 'TEK', 'F2', 'FGFR3']",0.0005805896912407462,0,0
33,protein processing (GO:0016485),4.572518424865378e-06,4.136981392848916,50.86603308607483,"['PSENEN', 'C1R', 'F12', 'ADAM10', 'TMPRSS2', 'PSEN1', 'PHEX', 'PIDD1', 'ADAM17', 'NCSTN', 'F9', 'PITRM1', 'CASP1', 'CPE', 'CASP2', 'FXN', 'KLKB1']",0.0005965421541204448,0,0
34,lymphocyte proliferation (GO:0046651),4.615938379630206e-06,7.698547215496368,94.58431550804094,"['CD79A', 'CR2', 'CD40LG', 'PTPRC', 'MSN', 'CTPS1', 'RASGRP1', 'TNFRSF4', 'MS4A1', 'HSPD1']",0.0005965421541204448,0,0
35,regulation of Ras protein signal transduction (GO:0046578),5.72459644739234e-06,4.569622279129321,55.158715577643314,"['LYN', 'TGFB2', 'RDX', 'ERBIN', 'RASGRP1', 'EPS8', 'FLCN', 'PDCD10', 'ARHGDIA', 'PLCE1', 'SHOC2', 'RAF1', 'LZTR1', 'FBP1', 'SQSTM1']",0.0007186821939954841,0,0
36,embryonic organ development (GO:0048568),5.977320532501297e-06,5.298335686475848,63.72593466366522,"['STIL', 'TGFB2', 'TGFB1', 'KMT2A', 'RPL10', 'WNT7B', 'TGFBR2', 'RBP4', 'KITLG', 'SALL1', 'KIT', 'RARB', 'MFSD2A']",0.000729565178328075,0,0
37,positive regulation of gene expression (GO:0010628),6.359388135335835e-06,2.203553166030831,26.366788145503413,"['PRKN', 'ITK', 'DDX3X', 'TFRC', 'PDGFB', 'PIK3CD', 'BRCA1', 'PSEN1', 'GATA2', 'CD3E', 'ACTB', 'U2AF2', 'PDCD10', 'AGR2', 'METTL5', 'EP300', 'MAPK1', 'GSN', 'SMAD3', 'TGFB1', 'RPS7', 'IFNGR1', 'VDR', 'RPL23', 'RDX', 'WNT5A', 'FN1', 'EIF2AK2', 'RAB27A', 'MSN', 'PAX6', 'TICAM1', 'EEF2', 'SETX', 'NR5A1', 'CLDN5', 'SFRP4', 'ACTA1', 'POLR1B', 'POLR1C', 'KRAS', 'VIM', 'TP53', 'NFE2L2']",0.0007390847710811492,0,0
38,MAPK cascade (GO:0000165),6.39172082409733e-06,2.5769883654804104,30.822087451979787,"['CAMK2B', 'CUL3', 'PDGFB', 'RASGRP1', 'SPTA1', 'NRAS', 'ERBB4', 'MAPK1', 'SHOC2', 'ITGAV', 'IKBKG', 'JAK3', 'SPTAN1', 'SPTBN1', 'JAK1', 'MEN1', 'TGFB1', 'GRIN2B', 'GRIN1', 'SETX', 'KITLG', 'MRAS', 'DLG4', 'KIT', 'LAMTOR2', 'KRAS', 'TEK', 'RAF1', 'FGF13', 'FGFR3', 'MET', 'FGFR1']",0.0007390847710811492,0,0
39,sodium ion transmembrane transport (GO:0035725),6.634803786020519e-06,4.5059185606060606,53.72488465643489,"['SLC24A4', 'ATP1A3', 'SLC5A1', 'SLC4A4', 'SLC6A3', 'SLC9A1', 'SCNN1G', 'SLC9A6', 'SLC6A9', 'SCN11A', 'SCN8A', 'SCNN1B', 'SCN4A', 'SCN3A', 'HCN2']",0.0007454259739191721,0,0
40,positive regulation of intracellular signal transduction (GO:1902533),6.7858531990821316e-06,2.117409425185986,25.19859193512779,"['PRKN', 'DDX3X', 'TFRC', 'RNF13', 'PDGFB', 'PIK3CD', 'NR3C2', 'NEUROD2', 'FLCN', 'CASP8', 'TFG', 'CASP10', 'ERBB4', 'CD19', 'RAC2', 'CASP1', 'EP300', 'ITGAV', 'IKBKG', 'FADD', 'DNM1L', 'LYN', 'BCAP31', 'TGFB2', 'TGFB1', 'RPL23', 'WNT5A', 'FN1', 'EIF2AK2', 'IRAK4', 'TICAM1', 'PUM1', 'RHOA', 'KITLG', 'NLRP12', 'PTPRC', 'RHEB', 'LCK', 'LEP', 'DLG5', 'KIT', 'LAMTOR2', 'PRKD1', 'TEK', 'MET', 'TP53', 'FGFR3', 'FGFR1']",0.0007454259739191721,0,0
41,B cell proliferation (GO:0042100),7.64680225860587e-06,8.427618019432721,99.28764727040972,"['CD79A', 'CR2', 'CD40LG', 'PTPRC', 'CD19', 'CTPS1', 'RASGRP1', 'MS4A1', 'HSPD1']",0.000819513393275956,0,0
42,chordate embryonic development (GO:0043009),7.973644047455453e-06,5.630705598503127,66.10093046485443,"['FLCN', 'RBP4', 'FUT8', 'STIL', 'TGFB1', 'WNT7B', 'WNT5A', 'XYLT1', 'ADAM10', 'BRCA1', 'GRHL2', 'FGFR1']",0.0008341950462980776,0,0
43,regulation of Wnt signaling pathway (GO:0030111),8.657677740485954e-06,3.9158992875490717,45.64788873252958,"['PRKN', 'MACF1', 'ITGA3', 'PSEN1', 'APCDD1', 'RUNX1', 'PPP2CA', 'SKI', 'SFRP4', 'SALL1', 'PPP2R1A', 'TMEM237', 'GRB10', 'RSPO2', 'RSPO1', 'SOST', 'ATP6V0C']",0.0008846938602719833,0,0
44,protein-containing complex subunit organization (GO:0043933),9.788143878623112e-06,3.8744754825560483,44.68951255101695,"['KMT2A', 'WIPF1', 'SLC2A1', 'FANCC', 'CD3G', 'CD3E', 'APC', 'PPP2R1A', 'DLG4', 'NUP54', 'NDUFAF1', 'IKBKG', 'CD247', 'DNM1L', 'KPNA3', 'TP53', 'VAMP2']",0.0009774796409697717,0,0
45,positive regulation of cellular process (GO:0048522),1.3355389383669319e-05,1.9950024739203254,22.391090924354312,"['DDX3X', 'CD81', 'PTEN', 'TCIRG1', 'FLCN', 'CCND2', 'CSPP1', 'PROK2', 'ITGAV', 'MFSD2A', 'KRT6A', 'EDN3', 'IL11RA', 'RPL23', 'SERPINF2', 'TPM1', 'TFE3', 'WNT5A', 'ADAM10', 'CYBA', 'LIFR', 'AXIN2', 'TGFBR2', 'CLDN5', 'ADAM17', 'PHIP', 'MAPT', 'FXN', 'CUL3', 'PDGFB', 'LRP5', 'FPR2', 'GATA2', 'ACACA', 'PDCD10', 'ERBB4', 'VHL', 'LYN', 'TGFB2', 'TGFB1', 'FN1', 'RAB27A', 'CDC6', 'INO80', 'TBX3', 'TSHR', 'GRIN1', 'KITLG', 'APC', 'KRAS', 'FGFR3', 'FGFR1']",0.0013040795767076219,0,0
46,regulation of cell growth (GO:0001558),1.4794321084017778e-05,2.8306094348659006,31.479963754636167,"['DDX3X', 'TFRC', 'FHL1', 'PPP2CA', 'DNAJB2', 'FLCN', 'PPP2R1A', 'HYAL2', 'PLCE1', 'MSX1', 'MFSD2A', 'TGFB2', 'SMAD3', 'TGFB1', 'CDKN2A', 'ADAM10', 'INO80', 'MAD2L2', 'ADAM17', 'MYL2', 'LAMTOR2', 'TP53', 'FBP1', 'FXN', 'PAPPA2']",0.0014131792791994373,0,0
47,energy reserve metabolic process (GO:0006112),1.6301470517094333e-05,11.576923076923077,127.62695487587989,"['UGP2', 'GBE1', 'LEP', 'LEPR', 'PHKA1', 'PHKB', 'PYGL']",0.001445053894980434,0,0
48,negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736),1.6301470517094333e-05,11.576923076923077,127.62695487587989,"['CDKN1C', 'CEBPA', 'APC', 'CDKN2A', 'PTEN', 'NR2F2', 'MEN1']",0.001445053894980434,0,0
49,glucose metabolic process (GO:0006006),1.6383439620290555e-05,5.17916194790487,57.070425978275864,"['RBP4', 'TPI1', 'OAS1', 'GOT2', 'SORD', 'LRP5', 'ALDOB', 'SLC37A4', 'SLC25A12', 'PCK1', 'SLC39A14', 'FBP1']",0.001445053894980434,0,0
50,inorganic cation transmembrane transport (GO:0098662),1.6443489929226605e-05,2.577838525710515,28.39638884789214,"['ATP6V1A', 'SLC24A4', 'ABCB7', 'SLC1A3', 'ATP1A3', 'CACNA1D', 'SLC30A10', 'SLC4A4', 'SLC6A3', 'TMEM165', 'SLC9A1', 'SCN11A', 'NNT', 'ITGAV', 'SLC39A7', 'SCN3A', 'TRPA1', 'SLC11A2', 'SLC39A14', 'TMCO1', 'SCNN1G', 'SLC6A9', 'SLC9A6', 'KCNQ1', 'SCN8A', 'SCNN1B', 'SCN4A', 'ATP6V0C', 'HCN2']",0.001445053894980434,0,0
51,negative regulation of cellular process (GO:0048523),1.7500108073694323e-05,2.033468111390189,22.273193384504278,"['PRKN', 'CEBPA', 'ATP8A2', 'DDX3X', 'FHL1', 'PTEN', 'ADARB1', 'DNAJB2', 'PPP2CA', 'FLCN', 'PPP2R1A', 'PODXL', 'ERBB4', 'HYAL2', 'ARHGDIA', 'CHMP1A', 'AGR2', 'CYP1B1', 'MSX1', 'VHL', 'MEN1', 'PLXNA3', 'FKTN', 'LYN', 'TGFB2', 'SMAD3', 'TGFB1', 'CDKN2A', 'VDR', 'P3H2', 'EIF2AK2', 'ADAM10', 'CASK', 'TSC1', 'CDC6', 'AXIN2', 'SKI', 'SFRP4', 'REST', 'APC', 'MYL2', 'DLG5', 'IRF1', 'GNRH1', 'PRKD1', 'RAF1', 'TP53', 'FBP1']",0.001507754409329664,0,0
52,negative regulation of cell population proliferation (GO:0008285),1.8672651008128637e-05,2.292420843274945,24.96091114665065,"['CDKN1C', 'CEBPA', 'ATP8A2', 'PTEN', 'ADARB1', 'GATA2', 'DNAJB2', 'FLCN', 'ERBB4', 'CYP1B1', 'VHL', 'MEN1', 'FKTN', 'LYN', 'TGFB2', 'TGFB1', 'CDKN2A', 'VDR', 'WNT5A', 'P3H2', 'EIF2AK2', 'TSC1', 'CDC6', 'AXIN2', 'TBX3', 'SKI', 'SFRP4', 'MN1', 'RBP4', 'REST', 'APC', 'DLG5', 'IRF1', 'GNRH1', 'RAF1', 'TP53']",0.0015093295027921187,0,0
53,hexose biosynthetic process (GO:0019319),1.8984583784230545e-05,6.337986041874377,68.90584452773635,"['RBP4', 'TPI1', 'GOT2', 'SORD', 'ALDOB', 'PCK1', 'SLC37A4', 'SLC25A12', 'SLC39A14', 'FBP1']",0.0015093295027921187,0,0
54,bone marrow development (GO:0048539),1.9211817867641287e-05,85.76430976430976,931.3991136599219,"['PTPRC', 'LRP5', 'SBDS', 'TP53']",0.0015093295027921187,0,0
